149,2004-03-31,282800.0
150,2004-02-29,278400.0
151,2004-01-31,271900.0
152,2003-12-31,265900.0
153,2003-11-30,263700.0
154,2003-10-31,263800.0
155,2003-09-30,262800.0
156,2003-08-31,261600.0
157,2003-07-31,261700.0
158,2003-06-30,263200.0
159,2003-05-31,264700.0
160,2003-04-30,265800.0
161,2003-03-31,266200.0
162,2003-02-28,265900.0
163,2003-01-31,265100.0
164,2002-12-31,264500.0
165,2002-11-30,263800.0
166,2002-10-31,263100.0
167,2002-09-30,262300.0
168,2002-08-31,261900.0
169,2002-07-31,263200.0
170,2002-06-30,265400.0
171,2002-05-31,266000.0
172,2002-04-30,264300.0
173,2002-03-31,261900.0
174,2002-02-28,260600.0
175,2002-01-31,259400.0
176,2001-12-31,257600.0
177,2001-11-30,255700.0
178,2001-10-31,254300.0
179,2001-09-30,253800.0
180,2001-08-31,253900.0
181,2001-07-31,253000.0
182,2001-06-30,251900.0
183,2001-05-31,252300.0
184,2001-04-30,253300.0
185,2001-03-31,254000.0
186,2001-02-28,255600.0
187,2001-01-31,258700.0
188,2000-12-31,261000.0
189,2000-11-30,260300.0
190,2000-10-31,257200.0
191,2000-09-30,253200.0
192,2000-08-31,249400.0
193,2000-07-31,247300.0
194,2000-06-30,246000.0
195,2000-05-31,243500.0
196,2000-04-30,241300.0
197,2000-03-31,241900.0
198,2000-02-29,243900.0
199,2000-01-31,245600.0
200,1999-12-31,246400.0
201,1999-11-30,246700.0
202,1999-10-31,247300.0
203,1999-09-30,249800.0
204,1999-08-31,251600.0
205,1999-07-31,251300.0
206,1999-06-30,251100.0
207,1999-05-31,251900.0
208,1999-04-30,250900.0
209,1999-03-31,247000.0
210,1999-02-28,241600.0
211,1999-01-31,237100.0
212,1998-12-31,234200.0
213,1998-11-30,232300.0
214,1998-10-31,232000.0
215,1998-09-30,231100.0
216,1998-08-31,229300.0
217,1998-07-31,226300.0
218,1998-06-30,221700.0
219,1998-05-31,217100.0
220,1998-04-30,214400.0
221,1998-03-31,212300.0
222,1998-02-28,210000.0
223,1998-01-31,207300.0
224,1997-12-31,204300.0
225,1997-11-30,202200.0
226,1997-10-31,201300.0
227,1997-09-30,201300.0
228,1997-08-31,201300.0
229,1997-07-31,200000.0
230,1997-06-30,196500.0
231,1997-05-31,192400.0
232,1997-04-30,189100.0
233,1997-03-31,186900.0
234,1997-02-28,185000.0
235,1997-01-31,183900.0
236,1996-12-31,183000.0
237,1996-11-30,181500.0
238,1996-10-31,179600.0
239,1996-09-30,178700.0
240,1996-08-31,178800.0
241,1996-07-31,179100.0
242,1996-06-30,178900.0
243,1996-05-31,178800.0
244,1996-04-30,178500.0
